ObjectID,GlobalID,Large Wood Number,Length (m),Diameter (m),Wet?,Channel Forming?,Ballasted?,ParentGlobalID,CreationDate,Creator,EditDate,Editor
11,fd277e03-9a2d-4afd-860d-a5ed7c77af46,1,1.33,.21,Yes,No,Yes,f1a6e35a-e4d2-4dec-a7a6-fcf4fc68bc48,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
12,6ff54e9b-c29b-4f40-8a56-cd0563ab11e4,1,1.7,.18,Yes,,Yes,12e16e57-3a37-4713-b89c-8ee013770c8d,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
13,b139b781-8cc1-40a0-b406-bbf30bce2853,1,4,.32,Yes,Yes,Yes,23982e32-de63-46c3-b097-37160d3c5038,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
14,a90fd280-5112-48af-b09b-a72215980f08,2,1.28,.46,Yes,Yes,Yes,23982e32-de63-46c3-b097-37160d3c5038,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
15,0ae7c2d5-1b0b-44a0-af71-55432451b6d8,3,1.8,.22,Yes,Yes,Yes,23982e32-de63-46c3-b097-37160d3c5038,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
16,ea1e2d73-65c5-42ac-9957-384274af2c45,1,2.5,.21,Yes,Yes,Yes,868836d8-5d3c-43d1-8dd5-04c463db3c8b,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
17,c13bacce-9c02-43e1-b042-613e93aafdf9,1,2.8,.2,No,No,No,cb1747a9-16b9-4ca2-bda1-62bd2872e4ee,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
18,bcc6ac61-15d4-4907-a3d9-8a7b5480222f,2,4.5,.19,No,No,No,cb1747a9-16b9-4ca2-bda1-62bd2872e4ee,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
19,d1c6b499-600f-4616-a95d-a17e1e1d2a4e,3,2.1,.26,Yes,Yes,Yes,cb1747a9-16b9-4ca2-bda1-62bd2872e4ee,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
20,e719d77a-c3af-4769-9f02-3e5acec7fff2,4,2.6,.21,Yes,Yes,Yes,cb1747a9-16b9-4ca2-bda1-62bd2872e4ee,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
21,e94eb416-162b-432d-a216-1a71457a50ff,1,1,.2,Yes,No,Yes,7417e7a4-54b0-40f2-a36f-bc2a4baff170,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
22,26a29f1c-6335-41fd-ae7c-01d038f10cf0,1,2.1,.28,Yes,No,No,6e393610-a62c-4a1e-b503-9406661e093e,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
23,9a6a4316-5c02-41ab-9c95-16a7913739b8,1,1.8,.25,Yes,Yes,Yes,f1903261-1162-42b9-83a8-4f1fc5364e64,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
24,2bebaf12-b422-4903-8725-708e866ff2f8,2,1.85,.22,Yes,No,Yes,f1903261-1162-42b9-83a8-4f1fc5364e64,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
25,7b94de37-e965-4890-8142-55c5e1ef9f06,3,180,.25,Yes,,No,f1903261-1162-42b9-83a8-4f1fc5364e64,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
26,2536b1ee-62fe-479f-bee4-5021f24093b7,4,1.94,.18,Yes,No,No,f1903261-1162-42b9-83a8-4f1fc5364e64,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
27,792e5306-bb43-4881-a744-642d9cc0442c,5,1.75,.3,Yes,No,Yes,f1903261-1162-42b9-83a8-4f1fc5364e64,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
28,e94bc50e-7917-433d-ae87-e2e98016c939,6,2.3,.2,Yes,No,No,f1903261-1162-42b9-83a8-4f1fc5364e64,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
29,fb61f3d9-844f-4da2-b9ca-cbb9e219091a,1,3,.2,Yes,No,Yes,532ba350-5985-4321-8a68-a6c27b30b956,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
30,33be8f30-acb5-46ef-81ee-405e69ec2e61,2,1.9,.25,Yes,No,Yes,532ba350-5985-4321-8a68-a6c27b30b956,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
31,5248e714-3124-40f8-8a7b-ccae1860cd8b,3,1.7,.19,Yes,No,No,532ba350-5985-4321-8a68-a6c27b30b956,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
32,0a39c44d-2afe-40c3-8b66-bebd6e9b47fe,4,2,.17,Yes,Yes,No,532ba350-5985-4321-8a68-a6c27b30b956,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
33,545087cf-9297-4cc9-a4ec-29da1b94d497,1,1.5,.16,Yes,No,No,7a15549a-9379-459e-8a50-46110e39d101,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
34,5b6962bf-25b9-4ee6-82a2-a28ee834b5aa,1,1.7,.16,Yes,No,Yes,816f2dc1-8206-4f08-b5c2-cfdda34e732f,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
35,5555ee09-9eef-4276-9efd-3c590c7e97c7,2,1.95,.21,Yes,Yes,Yes,816f2dc1-8206-4f08-b5c2-cfdda34e732f,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
36,7f3545a7-53a7-473c-a045-f5ea1138c40e,3,2.75,.2,Yes,Yes,Yes,816f2dc1-8206-4f08-b5c2-cfdda34e732f,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
37,f097912c-56b4-4b44-85d8-c73d967f2413,4,2,.21,Yes,Yes,No,816f2dc1-8206-4f08-b5c2-cfdda34e732f,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
38,ce75d396-6465-4ca4-8bb0-d6c60af924f6,1,3,.116,Yes,Yes,Yes,2db44670-9ae6-4a25-9728-abeccd068a31,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
39,f068d040-c5f4-400b-93d9-f50b11bec66a,1,1.5,.27,Yes,No,No,d00b0c7b-ad42-46a7-a4cd-6fa5ea19fe54,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
40,7f85126c-09c8-47e2-9d4f-8e6ede002584,2,1.9,.21,Yes,Yes,Yes,d00b0c7b-ad42-46a7-a4cd-6fa5ea19fe54,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
41,ac6d5f6c-76c0-405b-95a8-34b2081236f1,1,3,.21,Yes,Yes,Yes,7cb5ccea-30f3-4466-ad57-58c5387d5c02,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
42,b4050595-83df-4432-8e54-f815c4478efa,2,1.5,.25,Yes,No,Yes,7cb5ccea-30f3-4466-ad57-58c5387d5c02,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
43,a129a88c-0f11-4cd1-93a3-6978b4fc118d,1,1.5,.2,Yes,No,Yes,5c9e20f4-cfa3-4e23-90c5-28b47f01a790,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
44,d7ccac0f-dede-4d69-bf69-0c716c4b0731,1,1.5,.17,Yes,No,No,5145da7b-3864-4467-85d0-1fac604ce735,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
45,bada45f4-ea10-422a-9264-c57e59865076,1,1.5,.17,Yes,Yes,No,c99403c2-0dbb-42af-8328-efe6be63e45b,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
46,e6c9b3dc-51bb-48a2-acd2-903c73a9a796,1,1.7,.61,Yes,Yes,Yes,f9fea361-c880-44da-b3b0-ee021b9c6295,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
47,96079e29-957a-41d3-b011-929cbf24e4b5,1,1.5,.25,Yes,No,Yes,c2432bc8-688c-48d7-a1f8-f25a22290a01,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
48,f3932f4a-b069-452d-ae7c-dac4516a452a,1,6,.23,No,No,Yes,ec46c31b-7df6-481a-97c0-46768873b7e2,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
49,a54551b1-5d45-4276-9148-9432b201be7e,1,3.25,.2,Yes,Yes,No,7771d6e4-f485-4472-9a6e-1d067d351201,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
50,64e3adf5-6674-45f1-b229-748bc38d33f6,1,4,.21,Yes,No,Yes,9eadc8f2-3936-4127-905a-47626574aa74,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
51,b6715abf-b2ca-4baf-b887-b81af057833a,1,2,.15,Yes,No,Yes,6b0297ea-233e-4dd9-841c-b7349db5232a,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
52,a4716cc1-16fb-45ee-9ef9-97dfdea9876b,1,3,.17,Yes,Yes,Yes,98d9d382-6f33-4851-97af-c57d04f0bcfe,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
53,b961ec4b-a0de-4345-9f48-b0a95ff39ead,1,2,.3,No,No,No,c37adb04-f021-4a4b-b892-bc012250980b,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
54,de9551f6-5f9c-4ece-87ad-859f636c9740,2,3.75,.25,Yes,No,No,c37adb04-f021-4a4b-b892-bc012250980b,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
55,77f6f1b4-91c7-4194-9cc1-470b02ad1e8c,3,3,.5,Yes,No,No,c37adb04-f021-4a4b-b892-bc012250980b,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
56,c29e04f0-dddd-4deb-ac29-0c609cfea5bc,1,1.5,.36,Yes,No,No,1d90181f-e4dd-43f8-9de4-7dd625b894bf,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
57,c6f2dcb2-9bff-4bd8-bf08-12ecf5d23709,1,2.5,.17,Yes,Yes,Yes,8ce194d5-b7e8-4b41-b6ba-f1f8f68030a7,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
58,5408bdb2-828f-4395-8dee-a9a2af6ba934,1,2,.29,Yes,Yes,No,2d1506e7-cb5e-4c1c-a248-01efb3f0da63,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
59,3eab7742-e89f-4335-9193-9bbd06241675,1,2.3,.27,Yes,No,Yes,6656eebf-52b8-4053-99b2-c05a5d25bb13,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
60,03a67e66-1b0c-4c87-a6d4-6a47aaec8868,2,3,.19,Yes,No,No,6656eebf-52b8-4053-99b2-c05a5d25bb13,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
61,61c54898-49bb-4bae-a866-acf6986d964b,1,2,.2,Yes,No,No,2ca2f2fc-bfc4-474c-a26e-fb527bc1798f,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
62,c98c6819-a18b-4b2d-ab23-9b31fec63f5e,2,1.5,.22,No,No,No,2ca2f2fc-bfc4-474c-a26e-fb527bc1798f,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
63,da37c9a2-294b-44c8-9a12-be64feed8de0,3,1.65,.3,Yes,Yes,Yes,2ca2f2fc-bfc4-474c-a26e-fb527bc1798f,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
64,4baa4a47-b97d-4002-8788-8d1b95407be3,1,1.9,.43,Yes,No,No,610210d6-0cfb-4bd5-9bd8-77e7f1d73c4d,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
65,43dec5ea-c178-44f9-9c50-b8865396169a,1,1.8,.3,Yes,Yes,Yes,70604035-b8db-44e2-97a1-959a02d8c07e,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
66,4398080b-9ae7-4873-97f0-5914ec3aa9cb,1,2.1,.26,Yes,Yes,No,b374e6d4-9b4c-41d0-9395-975b35d83816,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
67,7defae1f-4ca0-43f7-b106-0eecdbad9e2c,1,3.5,.19,Yes,Yes,Yes,256ddc20-b57b-4b68-9f68-1a0be1b70188,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
68,70d70bf2-8d88-4048-8526-e6e377bc7f5b,1,3,.3,Yes,No,No,963cf4c0-3f3c-4b7c-95ac-c5efb2f4e110,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
69,6059d535-0e48-41c2-82aa-e842972e0dd1,1,4.5,.44,,Yes,Yes,83c15af2-9b0a-43e3-b406-9cbe86f7d2e0,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
70,b9f4a6ff-4411-42d2-b8cf-6c4e674cb203,1,2,.18,Yes,No,No,7e6d51de-03fb-464a-9e8e-a3d90e18e9c2,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
71,cfcb85e3-ac98-4ded-bebf-e3b40c67f4c9,2,2,.3,Yes,No,No,7e6d51de-03fb-464a-9e8e-a3d90e18e9c2,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
72,41bda8e4-41d8-4f5e-ad2e-d4342886eaed,1,2.6,.18,Yes,Yes,Yes,e98e9aa8-7778-4b13-8501-0293d08ff41e,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
73,818ed303-95b3-4ab2-9af3-2be2d3cccf58,1,6,.45,Yes,Yes,Yes,b4da10b5-beeb-4ba3-8949-acf0cf964418,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
74,24919135-840d-471f-b609-ff0e2325c545,1,4.5,.19,Yes,Yes,Yes,03dccb22-766e-4895-8948-6079c72b950b,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
75,6311eb18-309a-4edb-ba08-c2313dd79a7e,2,1.7,.27,Yes,Yes,,03dccb22-766e-4895-8948-6079c72b950b,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
76,a035e39e-0daa-41aa-a609-c86701b6242a,3,3,.21,Yes,Yes,Yes,03dccb22-766e-4895-8948-6079c72b950b,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
77,d9407f7c-b7a6-4dbd-bf7b-35627ba41c30,1,1.6,.2,Yes,Yes,No,8043a1a3-51ee-4707-b843-c58f6fc8e5e3,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
78,2e00c786-d263-4b2f-8314-9be7e97f25ea,2,4,.18,Yes,Yes,No,8043a1a3-51ee-4707-b843-c58f6fc8e5e3,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
79,3f142847-7770-40a9-8283-062d879391b2,1,1.7,.27,No,No,No,753190a5-2c4b-4e01-bd35-652694df5c56,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
80,90e6070d-a6a4-451f-a00f-2e086a6040c3,2,1.6,.18,Yes,No,No,753190a5-2c4b-4e01-bd35-652694df5c56,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
81,9e371cef-2b96-4db0-b27e-046a03e350a0,3,2.2,.16,Yes,Yes,Yes,753190a5-2c4b-4e01-bd35-652694df5c56,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
82,18a4f31e-4dae-49d8-9e65-a716cef4989c,4,3,.16,Yes,Yes,Yes,753190a5-2c4b-4e01-bd35-652694df5c56,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
83,f52a1e1a-9af3-4d8d-a37a-ebcf211e2488,1,3.2,.18,Yes,Yes,Yes,f1c89870-0088-485b-a002-853686faa800,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
84,820054de-c47b-4ff4-a3fd-e2604faf5872,1,1.58,.2,Yes,Yes,Yes,30e112fa-eee8-4f24-ab2c-10e7bca60dd4,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
85,dd8a04c3-397c-472d-9ae1-7a45c095a1d2,1,1.6,.45,Yes,Yes,Yes,0a95e56e-74b7-4a2e-813b-0e4e8a84ebd4,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
86,be2fc218-39c1-4835-8a3c-be52db537a55,1,5,.2,Yes,Yes,No,76065f6b-e940-4d47-b9a6-303f39e3c9ce,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
87,e962ec19-ddb1-4b49-a1cc-a59acac49369,1,7.5,.25,Yes,Yes,Yes,0dab396e-3817-4a3b-b480-47ff75395116,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
88,9a4c7b28-4b96-4690-b177-9ef0b3edcd59,1,3,.18,Yes,Yes,Yes,9adf5a06-1c76-4c6d-a442-ac0dce862413,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
89,21c7f122-5bf4-4b3e-95e8-e8d6564a6993,2,1.6,.29,Yes,Yes,No,9adf5a06-1c76-4c6d-a442-ac0dce862413,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
90,5fcfec2f-ad96-43d6-9f53-fcc4f8f6ae3c,1,10,.58,Yes,Yes,Yes,88de6501-0134-4c32-965b-698bb72c9003,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
91,68c056f4-eff2-4f65-ac61-19b74017117b,2,2,.38,Yes,Yes,Yes,88de6501-0134-4c32-965b-698bb72c9003,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
92,8ba2cabf-b064-40d9-98f9-702d9a1b0666,1,1.5,.19,Yes,No,No,01319daa-1561-4f05-ae29-38f66592b627,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
93,2cfd8c1e-1a5e-4f24-b8e0-69adc5a30505,2,2,.16,Yes,No,No,01319daa-1561-4f05-ae29-38f66592b627,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
94,7de42558-c9dc-4b7d-89c1-e1cce0bd0db3,3,3,.18,Yes,Yes,Yes,01319daa-1561-4f05-ae29-38f66592b627,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
95,6496b88d-bc70-4693-b00e-4b4716b657a4,1,3,.35,Yes,No,Yes,fcc84b27-51bd-47c9-8453-be38fbae5d3b,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
96,a12401b8-156f-44c9-a230-a5ef131595e1,1,2,.2,Yes,Yes,No,f4359abd-b967-46b2-8a22-5f2b7a480a17,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
97,f87f690d-4a9f-430f-b52b-23e99954bd10,1,6,.27,Yes,No,Yes,ef93fb7e-56a9-419e-acab-3cf94b755cbd,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
98,94a866e1-5958-442c-8c96-db9c2a5f57c9,2,4,.2,Yes,Yes,No,ef93fb7e-56a9-419e-acab-3cf94b755cbd,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
99,969e4ed9-a6ec-434a-80ef-a5f9bd57e7eb,1,12,.35,No,No,No,a1fcdf0d-ad57-4dd2-a8b3-dc815c22c5a8,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
100,78bf205c-d051-4a26-b3a8-06060387adff,2,10,.3,No,No,No,a1fcdf0d-ad57-4dd2-a8b3-dc815c22c5a8,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
101,ba664095-513c-413f-a210-216c313976ba,3,3.5,.22,Yes,Yes,No,a1fcdf0d-ad57-4dd2-a8b3-dc815c22c5a8,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
102,8d34ba10-ced0-445a-9594-ab0a6915f30c,4,4.5,.25,Yes,No,Yes,a1fcdf0d-ad57-4dd2-a8b3-dc815c22c5a8,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
103,afd24cdd-6892-40fb-81b7-0ede79120123,5,5,.35,Yes,Yes,Yes,a1fcdf0d-ad57-4dd2-a8b3-dc815c22c5a8,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
104,7d7b7824-b1f5-4a63-a83a-81c415ade7b2,6,5,.17,No,No,Yes,a1fcdf0d-ad57-4dd2-a8b3-dc815c22c5a8,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
105,6d77316e-26df-4a19-afca-91407bf5bef4,7,2,.15,Yes,No,No,a1fcdf0d-ad57-4dd2-a8b3-dc815c22c5a8,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
106,52141f04-ca65-4c67-ab2d-575a97e37800,8,3.25,.2,Yes,No,No,a1fcdf0d-ad57-4dd2-a8b3-dc815c22c5a8,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
107,0fa266ad-5fcd-4367-8f2b-5f4b768b3c32,9,1.5,.15,Yes,Yes,Yes,a1fcdf0d-ad57-4dd2-a8b3-dc815c22c5a8,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
108,29c6d7ec-9ef6-46bd-b752-7abb27afabd0,10,1.75,.17,Yes,Yes,Yes,a1fcdf0d-ad57-4dd2-a8b3-dc815c22c5a8,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
109,a7c4aadf-de0e-49bd-91e1-f9bbbcad43ca,11,2,.2,Yes,Yes,Yes,a1fcdf0d-ad57-4dd2-a8b3-dc815c22c5a8,6/6/2019 11:13:21 PM,richie@qcinc.org,6/6/2019 11:13:21 PM,richie@qcinc.org
