ObjectID,GlobalID,Station Width,Station Depth,Station Velocity,ParentGlobalID,CreationDate,Creator,EditDate,Editor
58,45b1f814-9636-42f5-9cf9-55c5e0a51ec2,4.8,0.18,0.486,05a98bb1-8e93-42ae-92e0-44910ed27466,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
59,326fa88c-a70a-45c5-a7f3-2bc3ef790c88,5.1,0.21,0.303,05a98bb1-8e93-42ae-92e0-44910ed27466,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
60,9a41839a-541a-4939-95c6-4a7f953cb080,5.4,0.2,0.46,05a98bb1-8e93-42ae-92e0-44910ed27466,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
61,0952867b-1590-49ad-b513-b0a4a6b56725,5.7,0.18,0.265,05a98bb1-8e93-42ae-92e0-44910ed27466,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
62,cba5e088-564c-4105-91da-a8e69d75e7c4,6,0.1,0.015,05a98bb1-8e93-42ae-92e0-44910ed27466,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
63,8bfa6013-1bad-4360-b08e-c6fe908cffa7,0,0.08,0.056,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
64,24d53bcf-6a54-4c60-9ce7-27b1cff016c5,0.2,0.08,0.233,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
65,1e88fae0-88da-4976-9a04-9f3309628d31,0.4,0.1,0.141,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
66,636e4904-8224-43a6-8bd1-aeabc8510175,0.6,0.1,0.332,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
67,4d62c822-d187-4c43-81fa-8f76764676f3,0.8,0.1,0.224,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
68,d4af767b-dc7b-4a9d-8846-1b27fbedc290,1,0.12,0.225,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
69,7a73f6b5-569b-4ea0-a313-798a093a935a,1.2,0.12,0.126,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
70,139c79bb-9af6-4b85-a60a-78dc8a983304,1.4,0.14,0.37,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
71,b6945dc2-f43e-48d5-8dab-9a4b19b39108,1.6,0.14,0.532,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
72,6663fe42-1b4b-49ab-9d57-0f155c03aaa8,1.8,0.18,0.626,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
73,d61d770f-8312-48d2-a6db-0bf24d96eef9,2,0.2,0.474,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
74,1c9099f0-b4ae-4399-84a4-7aa0496df55f,2.2,0.2,0.542,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
75,f578dd06-5fe5-4094-803c-29e83de289c4,2.4,0.2,0.509,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
76,4e361ba6-382a-4a42-a183-13a7a521cb7d,2.6,0.25,0.62,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
77,f94e94b7-ab9b-4755-aea6-1784949f1f1b,2.8,0.25,0.616,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
78,7a20a624-05ed-4110-96a3-45e71d4003e6,3,0.24,0.719,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
79,7fc70261-1a19-486e-8ac9-55c2f1c92033,3.2,0.26,0.607,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
80,852f5313-dd71-48b4-9973-3f1e445cf386,3.4,0.26,0.708,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
81,f35b4a05-2c7b-4ed8-8a4b-e49a7ad26c8d,3.6,0.26,0.619,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
82,9c0481d9-a08d-42ba-ade5-5171b74918b8,3.75,0.24,0.004,5cde5743-bc2b-4d42-9fc0-5eaccb6b6f79,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
83,c1cca496-767d-4e03-b0ab-0124ea5ec236,0,0.08,0.46,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
84,805aaf69-50a2-443a-8051-c2fe9f292bbe,0.23,0.14,0.174,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
85,42799913-5c56-4d58-b7ad-a9df035f8a50,0.46,0.18,0.573,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
86,db44ce4e-7277-469e-9a1f-1901a072d3e1,0.69,0.2,0.492,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
87,be89d69d-4db5-4a92-b1f1-c3bff497c210,0.92,0.2,0.515,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
88,aae4d233-d52d-4c1a-82bc-ee682eabaeb7,1.15,0.18,0.585,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
89,3a5610ed-3e9e-4dba-bbc7-d587341b0f4f,1.38,0.2,0.679,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
90,ebf9ce20-4257-4187-82e2-326f3ed755c7,1.61,0.2,0.638,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
91,a42d2eb4-b2d1-4563-8c23-cf3c37600040,1.84,0.2,0.658,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
92,7f486a60-f188-4416-97cf-e61f8ed7c573,2.07,0.2,0.604,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
93,0ddaa9df-efad-439e-9cc5-b7799a81d967,2.3,0.22,0.626,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
94,b2fc52c0-812c-4db7-8ceb-fab4d3c9f145,2.53,0.22,0.544,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
95,48162060-1c00-4d9e-9b93-a3814c5212b9,2.76,0.22,0.505,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
96,6a4c4255-63c4-4c5e-91f2-7729d11108d0,2.99,0.2,0.574,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
97,321ffd24-ae17-4293-b4f6-2572c5b3bfbc,3.22,0.14,5.87,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
98,c4057619-5b8e-4cf4-9fc0-5224b22a59dc,3.45,0.14,0.388,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
99,42f59d4e-a0c3-42b6-9a01-38afd4feeab7,3.68,0.13,0.623,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
100,3290d627-55ac-4533-b99d-98bde2ed3020,3.91,0.11,0.381,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
101,39e8119d-dab8-4bef-8c71-7099d9b74a21,4.14,0.11,0.275,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
102,07dbcc2e-4449-4a6c-8b70-5540995a79c4,4.37,0.11,0.562,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
103,0778f5ae-7856-41f7-8357-5c6b82ab0088,4.6,0.11,0.296,b036b360-b9e7-4ea3-98f7-edbd55d62e03,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
