ObjectID,GlobalID,Undercut Number,Location,Length (m),Width 25% (m),Width 50% (m),Width 75% (m),ParentGlobalID,CreationDate,Creator,EditDate,Editor
12,e0336767-9882-45f4-9251-14e59a841269,1,Right_Bank,1.3,0.44,0.52,0.2,f6686670-b3f9-445d-8a05-dc8fcfcbdd71,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
13,b43a40e3-f554-4678-a5c6-c1f14fd2379a,1,Right_Bank,1,0.48,0.53,0.25,721c5757-3915-481c-a09e-9c56420d2c0b,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
14,726f770a-1c02-4746-87f8-1fec7dbeea46,1,Right_Bank,1,0.38,0.33,0.29,86777d29-67f8-4a31-964f-77e65b0d8a77,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
15,ab2907c0-3f8a-4a36-9dd9-26138500583a,2,Right_Bank,1.7,0.37,0.34,0.26,86777d29-67f8-4a31-964f-77e65b0d8a77,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
16,c6470dfb-90a4-4479-8e0d-4e45936e2ef2,1,Right_Bank,5.9,0.22,0.33,0.26,d65ab650-a1c2-40df-8c05-81745b4514df,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
17,0c97ae00-07fc-4f3d-ae4b-8ab3dcc0edd6,1,Left_Bank,10,0.2,0.43,0.37,bf2a5313-4dba-4ca2-b53f-d7fa70f76234,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
18,d3283b32-e438-4a94-8651-a387503ee17e,1,Left_Bank,1.35,0.48,0.22,0.32,f111066a-2752-4fc5-bb3b-50279bdc3bc8,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
19,849962da-2036-416c-98ee-a1d6e5091af2,1,Left_Bank,3.4,0.25,0.22,0.27,ffc6141c-c478-45f9-8c92-897847d05de0,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
20,bdf73895-5da2-4cb1-9d50-7a5c644c525f,1,Right_Bank,4.1,0.2,0.27,0.28,8a4967fe-bc96-4f45-b2cb-843fa81f30c1,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
21,148627cd-fa19-4590-8ce0-fe7683b179b0,1,Left_Bank,3.7,0.25,0.23,0.22,05a18e8c-3b14-44b5-8191-2bcaf94e555b,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
22,121bbeae-d12a-491c-9a6f-5b233687e2aa,1,Left_Bank,1,0.23,0.34,0.38,5910c4c5-1c4a-4b6e-82ea-326378c29ac7,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
23,60a8fad5-bf74-4a5b-b1cb-f3a9f8a0c673,1,Left_Bank,1.43,0.36,0.4,0.43,0b8133aa-69a4-4eae-a8d6-3e64a34cac6f,7/12/2019 9:37:11 PM,richie@qcinc.org,7/12/2019 9:37:11 PM,richie@qcinc.org
