ObjectID,GlobalID,Large Wood Number,Length (m),Diameter (m),Wet?,Channel Forming?,Ballasted?,ParentGlobalID,CreationDate,Creator,EditDate,Editor
11,62b8cfc2-9c87-4653-a172-f3262071dcdd,1,4,0.18,Yes,No,No,9b98eeb5-1f2f-4101-afd4-0266b9e30694,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
12,d9c4c859-0aac-49ed-be97-b3339ecab818,1,15,0.37,Yes,Yes,No,e1eb3101-d314-4d30-8832-b5230268ae22,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
13,f5411c67-970e-4ae2-a7ff-6fdb1523a0f1,2,2.5,0.32,Yes,No,Yes,e1eb3101-d314-4d30-8832-b5230268ae22,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
14,1a5970c6-4452-4cea-8e5a-5d1919101755,3,15,0.22,Yes,Yes,No,e1eb3101-d314-4d30-8832-b5230268ae22,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
15,0b15737a-6d2c-4322-97d2-f73139afc700,4,18,0.35,Yes,Yes,No,e1eb3101-d314-4d30-8832-b5230268ae22,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
16,327285a7-3808-4f92-b454-7b39e53591d6,1,7.5,0.28,Yes,No,No,c617fd57-db6a-4674-a3d1-11d26375b625,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
17,ec2e8cc3-fe91-4257-bf56-c31841ab091d,1,6,0.2,Yes,Yes,No,7ca29634-c045-46aa-964f-bb524b6cc7f5,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
18,e869228b-8dd4-4b22-8040-8dc7f6471577,2,4,0.25,Yes,Yes,No,7ca29634-c045-46aa-964f-bb524b6cc7f5,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
19,7e79fdd0-f442-436b-b466-6e1d18e39230,3,3,0.2,Yes,Yes,Yes,7ca29634-c045-46aa-964f-bb524b6cc7f5,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
20,149070df-3c9d-46e2-aa90-e01e475d0080,4,18,0.37,Yes,Yes,No,7ca29634-c045-46aa-964f-bb524b6cc7f5,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
21,02ecab33-d8f0-4a45-8ea1-4ef01911c4b9,1,6,0.17,Yes,Yes,No,5a9ef1c3-388e-4a80-9416-1afea23f1fc9,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
22,18e4b198-1c69-42e7-840a-c5879a0d5899,2,6.5,0.22,Yes,Yes,No,5a9ef1c3-388e-4a80-9416-1afea23f1fc9,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
23,a71a9752-7e7a-441b-8353-aa89d7666cd7,1,3,0.35,Yes,Yes,Yes,3fb78f25-8d28-4cf7-a4d6-f47cee44a19e,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
24,c0ef6650-458d-44b4-a6ab-4e2fdeafbf0b,1,8,0.27,Yes,No,No,05adbc08-78ee-40b8-891a-a90eac729462,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
25,0907c08c-512a-4111-b5df-0d267d9fc550,1,10,0.34,Yes,Yes,No,b2c28f8c-4a1f-4278-a6c0-7f42c9466f45,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
26,f88663d7-bd43-4bdc-8bea-42206d4bd608,1,3.6,0.23,Yes,Yes,Yes,cfd1f7c0-5556-4d97-82cb-13ffb7d64446,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
27,7cf8f5b9-670b-4123-903d-6de0090ef26f,2,5,0.2,Yes,No,No,cfd1f7c0-5556-4d97-82cb-13ffb7d64446,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
28,463bc3c5-387d-4e8a-9439-c367b7606846,3,6.7,0.28,Yes,No,No,cfd1f7c0-5556-4d97-82cb-13ffb7d64446,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
29,d2289232-41ed-4411-b20d-28203af6cac6,4,3,0.25,No,No,No,cfd1f7c0-5556-4d97-82cb-13ffb7d64446,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
30,9a867fc6-136e-4187-b7cb-830a7128bffa,1,3.2,0.2,Yes,Yes,Yes,3739abb7-6cc6-4b54-9c2f-774a4a1ef380,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
31,9b50eb6e-5236-49e2-a2ec-3b137cdee0cb,1,8,0.32,Yes,Yes,Yes,095061b0-84e7-4099-9eb1-7266ead17a86,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
32,f43ea0b0-8744-48e9-a28a-a7bcda7151ac,2,3.2,0.31,Yes,No,No,095061b0-84e7-4099-9eb1-7266ead17a86,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
33,f455f2c4-32b2-4fb3-99b4-cb724f876389,1,4.3,0.25,Yes,Yes,No,8a5e2ad2-8b89-4954-bbad-db6cd82f6002,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
34,16f7c37e-6e36-4103-b4b5-e2977211e4c0,2,3.5,0.25,Yes,Yes,Yes,8a5e2ad2-8b89-4954-bbad-db6cd82f6002,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
35,e60ca462-3cc0-4d2b-810f-72b51bfa41cf,3,5,0.2,Yes,No,No,8a5e2ad2-8b89-4954-bbad-db6cd82f6002,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
36,ce1868cc-15c9-4361-b09b-40c18a60ed44,4,3,0.17,Yes,No,No,8a5e2ad2-8b89-4954-bbad-db6cd82f6002,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
37,a005165a-4d25-4923-b90a-3659fc38de38,1,3,0.29,Yes,Yes,No,d5cde1e4-817d-4b1e-9a91-639e4b9494ea,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
38,37d581e7-f770-4d6f-bf6e-90bd230ad24f,2,16,0.4,Yes,Yes,No,d5cde1e4-817d-4b1e-9a91-639e4b9494ea,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
39,d80062a2-60a5-47d0-8787-4245802aac74,3,4.2,0.31,Yes,Yes,Yes,d5cde1e4-817d-4b1e-9a91-639e4b9494ea,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
40,5d67dfeb-70f6-4575-bdcd-2518dda476d8,1,4,0.36,Yes,No,No,305b1aa9-043c-489e-99be-307dff4b0838,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
41,9b96e2d3-35e3-4adc-ae9e-238f1b3df1b3,1,13,0.6,No,No,No,ca9c9ad6-6814-4955-b438-af8861d98e83,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
42,2a67b339-9c36-4bd5-b00a-abf96ff6cd53,2,4,0.32,Yes,Yes,Yes,ca9c9ad6-6814-4955-b438-af8861d98e83,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
43,e25b8aad-9dce-4005-88cf-75991713aa90,1,3,0.55,Yes,No,Yes,c5092b9a-7dd4-4ea8-8598-1afa3380abd1,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
44,84fa1cf2-3038-46b6-a7c5-0a0ca158f7ac,1,1.5,0.17,Yes,No,No,6aa1230c-5932-418f-8f79-bcac327d3c9b,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
45,d03f1933-d3b5-4d0a-bd47-c5f58e7b0569,1,9,0.2,Yes,Yes,No,4de60a92-f7e3-4818-91bc-c3ec122ec1e1,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
46,fcc37f18-75bb-403f-a6f7-a140be8eab47,2,2.5,0.27,Yes,Yes,Yes,4de60a92-f7e3-4818-91bc-c3ec122ec1e1,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
47,0a4dfcaf-1f42-4211-ac6c-67776ab57c3b,1,12,0.4,No,No,Yes,51fd14ff-0e50-43c8-b66d-8f892365d65d,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
48,f67e5614-a70d-4e33-80e1-340dc3354558,1,4,0.25,Yes,Yes,Yes,c750cea3-b222-419a-90d6-b18a8719d3af,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
49,376b42e3-2ae8-431e-9dd1-5bc8ad84e217,2,5,0.22,Yes,Yes,Yes,c750cea3-b222-419a-90d6-b18a8719d3af,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
50,3c1262ba-5556-41b1-b851-6e4b169a4664,3,6.5,0.3,Yes,Yes,Yes,c750cea3-b222-419a-90d6-b18a8719d3af,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
51,af34940b-d7dc-4eff-b841-b4fdef931a02,4,12,0.35,Yes,No,Yes,c750cea3-b222-419a-90d6-b18a8719d3af,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
