ObjectID,GlobalID,Undercut Number,Location,Length (m),Width 25% (m),Width 50% (m),Width 75% (m),ParentGlobalID,CreationDate,Creator,EditDate,Editor
49,2591cdff-1c4d-413a-8aba-244e9d9472fd,1,Left_Bank,2.5,0.87,1,0.4,305b1aa9-043c-489e-99be-307dff4b0838,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
50,88cb5d87-79bb-4403-8227-c4519be29442,1,Island,3.5,0.32,0.41,0.39,37c1f472-c08a-45be-8d26-7d11678328c4,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
51,450d2d90-61e4-4a7b-ad04-c75fdc6f0a32,1,Left_Bank,4.5,0.35,0.37,0.31,f87dd00e-3f72-4bfa-a784-401aa4c9b1fd,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
52,459f1efe-0b4d-4473-867e-d911b57de8e9,2,Island,6,0.57,0.63,0.33,f87dd00e-3f72-4bfa-a784-401aa4c9b1fd,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
53,6fc7976f-d08e-4a4c-9ea3-144781ef43a8,3,Left_Bank,4,0.7,0.68,0.48,f87dd00e-3f72-4bfa-a784-401aa4c9b1fd,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
54,789a05e9-3a28-4a0d-8d0e-cea8ebc6b52f,1,Island,6,0.48,0.53,0.57,ca9c9ad6-6814-4955-b438-af8861d98e83,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
55,ed575c6e-a5eb-47dc-90f9-68495a9f5dd5,2,Left_Bank,9,0.58,0.47,0.38,ca9c9ad6-6814-4955-b438-af8861d98e83,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
56,3fe5c8c3-725e-406f-acb8-3b08ba3020fc,1,Left_Bank,1.5,0.23,0.34,0.2,aa1d5032-f94d-48ab-a034-207b3f83fe3e,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
57,6c10825e-a525-47b6-ae6c-b1eb863af52d,1,Left_Bank,10,0.5,0.4,0.6,958b8e42-3e61-4dbc-8e93-d0944dd68d18,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
58,551ab20c-bd9b-4cfb-95d9-3fade1b4cdef,2,Island,5,0.3,0.59,0.81,958b8e42-3e61-4dbc-8e93-d0944dd68d18,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
59,0c88914e-4a8e-46c1-b01f-1ad9da96f7eb,3,Left_Bank,4,0.47,0.43,0.33,958b8e42-3e61-4dbc-8e93-d0944dd68d18,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
60,44d4c52e-9c01-4c59-b87b-c8c2ac4b71bf,1,Left_Bank,5,0.43,0.47,0.38,4c2f3780-87f6-4d77-86ec-41867fd78c13,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
61,115cabc1-25a2-4402-a55b-965c8b8bf0a1,1,Island,4.5,0.46,0.48,0.4,c5092b9a-7dd4-4ea8-8598-1afa3380abd1,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
62,acfd9546-ec0a-48f2-95e1-32618d90ae3c,2,Left_Bank,2,0.38,0.35,0.47,c5092b9a-7dd4-4ea8-8598-1afa3380abd1,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
63,ef3bc751-0525-4746-aeef-70977bfa6d13,1,Left_Bank,10,0.33,0.43,0.53,1b37915d-c8fd-4b61-88ae-3010e228e0e1,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
64,34d0664a-a9fd-4428-81af-3a1bb067b299,2,Island,5.5,0.4,0.36,0.29,1b37915d-c8fd-4b61-88ae-3010e228e0e1,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
65,3c53af40-0edd-44b4-895d-660b3e44b478,1,Left_Bank,4,0.34,0.45,0.57,436fb2a8-c3ff-4119-8a95-b101febb203f,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
66,017847a5-f087-4e28-85ea-e0082a3aa528,2,Island,6,0.44,0.43,0.44,436fb2a8-c3ff-4119-8a95-b101febb203f,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
67,2e197f90-9211-438e-9df2-fca724458bdc,1,Left_Bank,10,0.42,0.32,0.55,a59e38e7-04d3-4586-abf9-a039e71a32c9,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
68,566669b7-b407-4607-9a63-7088a2073b80,2,Island,8,0.42,0.32,0.45,a59e38e7-04d3-4586-abf9-a039e71a32c9,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
69,5f9a6dff-d15d-459a-b398-938dae0c8c97,1,Left_Bank,5,0.62,0.67,0.38,b2ebf009-13b1-4f95-bdd8-23b0ff5a87b8,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
70,23f82b52-6f1c-4706-90f5-c824c887d949,2,Island,7.5,0.38,0.4,0.41,b2ebf009-13b1-4f95-bdd8-23b0ff5a87b8,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
71,b211e3df-052f-4519-a4bf-78e67e6f1541,3,Island,3,0.56,0.34,0.22,b2ebf009-13b1-4f95-bdd8-23b0ff5a87b8,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
72,25ed0797-62aa-41d6-aab4-9b8f8f5abfff,1,Island,2.5,0.26,0.22,0.34,0a138c1e-a4a2-4e7f-8ba3-ec43140b327c,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
73,9ebe3028-79af-4d77-97ca-04cc539b08cd,2,Left_Bank,15,0.4,0.68,0.52,0a138c1e-a4a2-4e7f-8ba3-ec43140b327c,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
74,c0bc176e-200f-441e-a73d-1b5af38ec954,1,Left_Bank,3.3,0.42,0.65,0.41,6aa1230c-5932-418f-8f79-bcac327d3c9b,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
75,ff1a7ad0-e495-4ec8-9caa-304c26a4c6c3,1,Left_Bank,5,0.4,0.6,0.5,e10db5f4-549a-4715-91fd-b633975ca71a,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
76,c517e489-d57a-4214-b9f7-f2601a2b3e81,2,Island,3.5,0.59,0.29,0.35,e10db5f4-549a-4715-91fd-b633975ca71a,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
77,80645ad3-cf05-41bd-9c2c-4e2091c0aa01,1,Left_Bank,6.5,0.51,0.58,0.57,628dc96b-0762-4c20-952a-6b47ec6d5515,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
78,9bcb95eb-e804-476f-94fb-5689180ec83b,1,Left_Bank,3,0.34,0.31,0.28,26478875-343e-4677-b1f3-b1aa6be21fcf,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
79,29ce7768-373b-4e74-b510-a0155ccbbe3c,1,Left_Bank,1.5,0.39,0.49,0.52,c9d5c3bf-0f21-4f9b-a4f3-cdb8bbdb8336,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
80,76939da6-51f8-45a5-b23d-86ef223e8e67,1,Left_Bank,3,0.58,0.4,0.41,4de60a92-f7e3-4818-91bc-c3ec122ec1e1,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
81,c152add6-38f8-4844-b433-423972a7a88e,1,Island,5,0.56,0.74,0.54,e4668ce4-877f-4167-9bec-9cd73a3f190c,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
82,287ef7d6-68c2-4148-91d2-d165b2028a61,1,Left_Bank,7,0.31,0.28,0.24,d307cc95-e1d2-43c6-bb58-124ac02e95ec,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
83,b525ffa4-e007-4e0a-b76f-5df275944b57,2,Island,6,0.4,0.38,0.29,d307cc95-e1d2-43c6-bb58-124ac02e95ec,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
84,6a486ad7-bcb5-413e-992f-9dd6dc3fe902,1,Left_Bank,5,0.51,0.33,0.42,2006f3f8-eb8a-44d3-bdcd-de184ade4b4e,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
85,00ecb00f-8afe-4e85-bdd9-2a49fa5a9c9e,1,Island,3.6,0.22,0.28,0.21,c0e3eebb-d2f6-4041-b415-5e8609f9ea60,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
86,2120ed1c-5621-4d05-9eb6-8a46f3e7a6cc,2,Island,2,0.33,0.39,0.32,c0e3eebb-d2f6-4041-b415-5e8609f9ea60,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
87,154432d3-84a7-4008-ba0c-d269bdd34ab2,1,Left_Bank,2,0.65,0.44,0.43,5420c73c-2601-4441-8c06-db9fc0e56d94,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
88,fe3aaa17-0fc9-4fbb-bca7-f63f1dae4b2b,2,Left_Bank,3.2,0.32,0.25,0.46,5420c73c-2601-4441-8c06-db9fc0e56d94,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
89,00acfa01-6b38-45dc-b6ba-0639a97a1a1a,3,Left_Bank,4,0.33,0.42,0.51,5420c73c-2601-4441-8c06-db9fc0e56d94,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
90,e55fcc6d-572c-473e-b42a-83d1875bed07,1,Island,4.2,0.44,0.51,0.3,58bfc00c-7c91-42d4-b241-e9f59c54839b,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
91,53f6dbb3-234b-4a46-91c9-629d3fad7eb5,1,Left_Bank,3.4,0.29,0.25,0.26,1ab787f0-3adb-457a-a168-65da8e9c1f76,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
92,ef292edd-c998-4b51-b90a-24031f0c1858,1,Left_Bank,9,0.3,0.49,0.26,51fd14ff-0e50-43c8-b66d-8f892365d65d,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
93,a833e064-a3b5-400d-bcd8-d3c33f0338f9,1,Left_Bank,4,0.35,0.3,0.37,c750cea3-b222-419a-90d6-b18a8719d3af,8/5/2020 15:42,richie@qcinc.org,8/5/2020 15:42,richie@qcinc.org
